1000.0, 39.27, -34.91, 0.49
2000.0, 39.58, -30.98, 0.50
3000.0, 39.60, -27.01, 0.50
4000.0, 39.61, -23.05, 0.49
5000.0, 39.60, -19.10, 0.49
6000.0, 39.61, -15.15, 0.50
7000.0, 39.61, -11.17, 0.50
8000.0, 39.60, -7.22, 0.49
9000.0, 39.58, -3.27, 0.49
10000.0, 39.53, 0.69, 0.50
11000.0, 39.35, 4.66, 0.50
12000.0, 38.91, 8.58, 0.49
13000.0, 38.05, 12.44, 0.50
14000.0, 36.85, 16.22, 0.50
15000.0, 35.24, 19.85, 0.49
16000.0, 33.32, 23.29, 0.49
17000.0, 30.95, 26.46, 0.50
18000.0, 28.17, 29.30, 0.50
19000.0, 25.14, 31.84, 0.49
20000.0, 21.88, 34.06, 0.49
21000.0, 18.34, 35.83, 0.50
22000.0, 14.61, 37.21, 0.50
23000.0, 10.78, 38.16, 0.49
24000.0, 6.88, 38.76, 0.50
25000.0, 2.92, 39.12, 0.50
26000.0, -1.04, 39.32, 0.49
27000.0, -4.98, 39.44, 0.49
28000.0, -8.94, 39.51, 0.50
29000.0, -12.91, 39.56, 0.50
30000.0, -16.87, 39.60, 0.49
31000.0, -20.81, 39.61, 0.49
32000.0, -24.78, 39.62, 0.50
33000.0, -28.75, 39.63, 0.50
34000.0, -32.70, 39.60, 0.49
35000.0, -36.65, 39.58, 0.50
36000.0, -40.62, 39.57, 0.50
37000.0, -44.58, 39.58, 0.49
38000.0, -48.53, 39.59, 0.49
39000.0, -52.49, 39.60, 0.50
40000.0, -56.46, 39.60, 0.50
41000.0, -60.42, 39.57, 0.49
42000.0, -64.36, 39.40, 0.49
43000.0, -68.29, 38.89, 0.50
44000.0, -72.19, 38.18, 0.50
45000.0, -75.95, 36.97, 0.49
46000.0, -79.56, 35.37, 0.50
47000.0, -83.04, 33.45, 0.50
48000.0, -86.22, 31.08, 0.49
49000.0, -89.06, 28.35, 0.49
50000.0, -91.67, 25.38, 0.50
51000.0, -93.89, 22.08, 0.50
52000.0, -95.79, 18.61, 0.49
53000.0, -97.20, 14.93, 0.49
54000.0, -98.11, 11.07, 0.50
55000.0, -98.77, 7.16, 0.50
56000.0, -99.12, 3.22, 0.49
57000.0, -99.34, -0.72, 0.50
58000.0, -99.47, -4.69, 0.50
59000.0, -99.55, -8.66, 0.49
60000.0, -99.60, -12.60, 0.49
61000.0, -99.63, -16.56, 0.50
62000.0, -99.65, -20.53, 0.50
63000.0, -99.66, -24.49, 0.49
64000.0, -99.66, -28.43, 0.49
65000.0, -99.65, -32.40, 0.50
66000.0, -99.65, -36.37, 0.50
67000.0, -99.67, -40.32, 0.49
68000.0, -99.67, -44.27, 0.50
69000.0, -99.67, -48.24, 0.50
70000.0, -99.68, -52.20, 0.49
71000.0, -99.68, -56.15, 0.49
72000.0, -99.65, -60.10, 0.50
73000.0, -99.43, -64.07, 0.50
74000.0, -98.97, -68.00, 0.49
75000.0, -98.22, -71.87, 0.49
76000.0, -96.99, -75.64, 0.50
77000.0, -95.50, -79.32, 0.50
78000.0, -93.55, -82.75, 0.49
79000.0, -91.18, -85.91, 0.50
80000.0, -88.51, -88.85, 0.50
81000.0, -85.55, -91.48, 0.49
82000.0, -82.30, -93.73, 0.49
83000.0, -78.78, -95.53, 0.50
84000.0, -75.10, -97.01, 0.50
85000.0, -71.27, -98.00, 0.49
86000.0, -67.38, -98.67, 0.49
87000.0, -63.44, -99.08, 0.50
88000.0, -59.47, -99.30, 0.50
89000.0, -55.52, -99.45, 0.49
90000.0, -51.57, -99.52, 0.50
91000.0, -47.60, -99.57, 0.50
92000.0, -43.64, -99.59, 0.49
93000.0, -39.69, -99.62, 0.49
94000.0, -35.74, -99.63, 0.50
95000.0, -31.76, -99.63, 0.50
96000.0, -27.80, -99.63, 0.49
97000.0, -23.86, -99.62, 0.49
98000.0, -19.90, -99.61, 0.50
99000.0, -15.92, -99.61, 0.50
100000.0, -11.97, -99.60, 0.49
101000.0, -8.03, -99.59, 0.50
102000.0, -4.06, -99.57, 0.50
103000.0, -0.09, -99.52, 0.49
104000.0, 3.85, -99.34, 0.49
105000.0, 7.78, -98.93, 0.50
106000.0, 11.69, -98.20, 0.50
107000.0, 15.47, -97.03, 0.49
108000.0, 19.11, -95.52, 0.49
109000.0, 22.57, -93.59, 0.50
110000.0, 25.81, -91.28, 0.50
111000.0, 28.76, -88.66, 0.49
112000.0, 31.37, -85.69, 0.50
113000.0, 33.64, -82.44, 0.50
114000.0, 35.55, -78.96, 0.49
115000.0, 37.01, -75.30, 0.49
116000.0, 38.09, -71.49, 0.50
117000.0, 38.73, -67.57, 0.50
118000.0, 39.11, -63.64, 0.49
119000.0, 39.36, -59.70, 0.49
120000.0, 39.37, -55.74, 0.50
121000.0, 39.40, -51.76, 0.50
122000.0, 39.43, -47.81, 0.49
123000.0, 39.44, -43.86, 0.50
124000.0, 39.48, -39.89, 0.50
125000.0, 39.53, -35.93, 0.49
